,class_id,slug,excerpt
379,49,cloudflare,THIS AGREEMENT CONTAINS PROVISIONS REQUIRING THAT YOU AGREE TO THE USE OF ARBITRATION TO RESOLVE ANY DISPUTES ARISING UNDER THIS AGREEMENT RATHER THAN A JURY TRIAL OR ANY OTHER COURT PROCEEDINGS
380,46,cloudflare,AND TO WAIVE YOUR PARTICIPATION IN CLASS ACTION OF ANY KIND AGAINST CLOUDFLARE.
381,146,cloudflare,"No Refunds
SUBSCRIPTION FEES ARE NONREFUNDABLE.
YOU WILL BE BILLED IN FULL FOR THE SUBSCRIPTION TERM IN WHICH YOU CANCEL AND NO REFUNDS WILL BE PROVIDED FOR THE UNUSED PORTION OF SUCH SUBSCRIPTION TERM."
382,38,cloudflare,"We also may include tracking pixels, which are small graphic images, in our marketing communications to determine engagement."
383,30,cloudflare,"Please note that disabling cookies will reset your session, disable auto-login, and may adversely affect the availability and functionality of our Website and the services we can provide to you."
384,162,cloudflare,"IN NO EVENT WILL THE CLOUDFLARE ENTITIES BE LIABLE TO YOU OR ANY THIRD PARTY FOR ANY INDIRECT, INCIDENTAL, SPECIAL, CONSEQUENTIAL OR PUNITIVE DAMAGES ARISING OUT OF OR RELATING TO YOUR ACCESS TO OR USE OF, OR YOUR INABILITY TO ACCESS OR USE, THE SERVICES OR ANY MATERIALS OR CONTENT ON THE SERVICES, WHETHER BASED ON WARRANTY, CONTRACT, TORT (INCLUDING NEGLIGENCE), STATUTE OR ANY OTHER LEGAL THEORY, WHETHER OR NOT THE CLOUDFLARE ENTITIES HAVE BEEN INFORMED OF THE POSSIBILITY OF SUCH DAMAGE.YOU AGREE THAT THE AGGREGATE LIABILITY OF THE CLOUDFLARE ENTITIES TO YOU FOR ANY AND ALL CLAIMS ARISING OUT OF RELATING TO THE USE OF OR ANY INABILITY TO USE THE SERVICES (INCLUDING ANY MATERIALS OR CONTENT AVAILABLE THROUGH THE SERVICES) OR OTHERWISE UNDER THIS AGREEMENT, WHETHER IN CONTRACT, TORT, OR OTHERWISE, IS LIMITED TO THE AMOUNTS YOU HAVE PAID TO CLOUDFLARE TO ACCESS AND USE THE SERVICE IN THE 12 MONTHS PRIOR TO THE CLAIM.SOME JURISDICTIONS DO NOT ALLOW THE EXCLUSION OR LIMITATION OF LIABILITY FOR CONSEQUENTIAL OR INCIDENTAL DAMAGES.
ACCORDINGLY, THE ABOVE LIMITATION MAY NOT APPLY TO YOU"
385,121,cloudflare,"You will retain ownership of your Content, however, any use of your Content by Cloudflare may be without any compensation paid to you."
386,68,cloudflare,We detail below the cookies used our Website
387,165,cloudflare,"You are responsible for maintaining the confidentiality of all usernames and passwords created by or assigned to you (“”), and are solely responsible for all activities that occur under such Credentials."
388,6,cloudflare,Cloudflare makes these Apps available to you on an “AS IS” and “AS AVAILABLE” basis.
389,118,cloudflare,"These cookies may be set by us or by third parties with whom we have partnered to assist in our marketing efforts.Some portions of our Website are functional without cookies, and you may generally choose whether to accept cookies.
Most web browsers are set to accept cookies by default, however, you may be able to delete cookies yourself through your browser's cookie manager.
To do so, please follow the instructions provided by your web browser."
390,166,cloudflare,"Each App is governed by the terms of service, end user license agreement and privacy policies provided by the third party that developed the App."
391,94,cnet,Please note that if you delete a User Submission from the Services:
392,32,cnet,"Effective Date November 15, 2017"
393,146,cnet,  ALL FEES ARE NON-REFUNDABLE.
394,26,cnet,"Where permitted by applicable law, we may collect information about you from other sources, including through interactive applications (e.g., mobile devices, third party services, and embedded audio and video players), from co-branded partners and websites (e.g., on our Facebook pages), and from commercially available sources (e.g., data aggregators and public databases)."
395,169,cnet,"By providing Payment Method information for your All Access subscription, you are agreeing to pay a monthly or annual subscription fee, as applicable, and any applicable taxes and service fees (“Fees”) in connection with your use of All Access.
The Fees will be charged to your Payment Method automatically at the beginning of your subscription (or, as described in Section 8.9, at the end of your Trial Period, where applicable), and at the beginning of each subscription period renewal thereafter on the calendar day corresponding to the commencement of your subscription unless you cancel your subscription or your account or All Access is suspended or terminated pursuant to these Terms."
396,107,cnet,"You may only use All Access and its Content in the United States and for your own personal, non-commercial purposes."
397,15,cnet,In no case are persons under the age of thirteen permitted to use the Services
398,43,cnet,"You are responsible for maintaining the confidentiality of your user account login names and passwords, and must not permit use of your account by anyone other than members of your household.  You accept responsibility for all activities, charges, and damages that occur under your account, including use of your account by other members of your household, and unauthorized use of your account.  If you have reason to believe that someone is using your account without your permission, you should contact us immediately.  We are not responsible for any loss or damage resulting from unauthorized use."
399,170,cnet,"Authorized third party service providers. We share your contact information with third party vendors who help us with specialized services, including customer support, email and text message deployment, business analytics, marketing, suppression list management and data processing.
These third parties are allowed to use your contact information to help us provide our services and not for any other purpose.
Also, authorized third party service providers may collect non-contact information about your visits to our Services with cookies, web beacons and other similar technologies that may be used to deliver advertisements or marketing tailored to your interests or, in connection with other data about you including data regarding your use of websites, apps or other services over time and across the Internet, to determine the connections that may exist among different devices.
For example, if your IP address is associated with multiple devices (such as smartphones, connected TVs, tablets and so on), these services providers may determine that you, as a user, are connected to such devices.
For more information, visit our overview on cookies, web beacons and other technologies (including Do Not Track)."
400,77,cnet,"Please note that some CBS Interactive Services may contain links to other websites and services.
We are not responsible for the privacy practices of those websites, and we recommend that you review the privacy policies of each website that you visit."
401,16,cnn,"Changes to Terms of Use.
CNN may modify the Terms of Use, or any part thereof, or add or remove terms at any time, and such modifications, additions or deletions will be effective immediately upon posting.
Your use of the Site after such posting shall be deemed to constitute acceptance by you of such modifications, additions or deletions."
402,47,cnn,and to terminate Your Account for any reason.
403,41,cnn,"You agree to defend, indemnify and hold harmless CNN, its affiliates and their respective directors, officers, employees and agents from and against all claims and expenses, including attorneys' fees, arising out of the use of the Site by you or your Account."
404,29,cnn,We do not currently take actions to respond to Do Not Track signals because a uniform technological standard has not yet been developed.
405,172,cnn,you forever waive and agree not to claim or assert any entitlement to any and all moral rights of an author in any of the User Content.
406,156,cnn,CNN reserves the right in its sole discretion to remove or edit User Content by you
407,173,cnn,"TO THE EXTENT PERMITTED BY APPLICABLE LAW, ANY DISPUTE, CLAIM OR CONTROVERSY ARISING OUT OF OR RELATING IN ANY WAY TO THE SERVICE OR YOUR USE OF THE SERVICE AND/OR SITE, THESE TERMS OF USE, OR THE RELATIONSHIP BETWEEN US, MUST BE COMMENCED WITHIN ONE YEAR OF THE RELEVANT EVENTS."
408,49,cnn,"In the unlikely event that you're not satisfied with customer service's solution (or if CNN has not been able to resolve a dispute it has with you after attempting to do so informally), we each agree to resolve those disputes through binding arbitration or small claims court instead of in courts of general jurisdiction.
Arbitration is more informal than a lawsuit in court.
Arbitration uses a neutral arbitrator instead of a judge or jury, allows for more limited discovery than in court, and is subject to very limited review by courts."
409,46,cnn,.
410,31,cnn,"We may transfer Information in the event of a business transaction, such as if we or one of our business units or our relevant assets are acquired by, sold to, or merged with another company or as part of a bankruptcy proceeding or a business reorganization."
411,38,cnn,"We may also use pixels or ""web beacons"" that monitor your use of our Sites.
Web beacons are small strings of code that provide a method for delivering a graphic image on a webpage for the purpose of transferring data, such as the IP address of the computer that downloaded the page on which the web beacon appears, the URL of the page on which the web beacon appears, the time the page containing the web beacon was viewed, the type of browser that fetched the web beacon, and the identification number of any cookie on the computer previously placed by that server."
412,51,cnn,"If we share personal information with such unaffiliated third parties for their own marketing purposes, we provide you with an opportunity to opt out of such uses either at the point of collection or through the choice mechanisms set forth in this Privacy Policy.
To learn more about your choices, please see our Your Choices and Controls section below."
413,98,cnn,We may share certain information with parties to provide advertising to you based on your interests.
414,5,cnn,"NEITHER CNN, ITS PRESENT OR FUTURE PARENT(S), SUBSIDIARIES, OR RELATED ENTITIES (COLLECTIVELY, ""TURNER""), NOR ANY OF THEIR RESPECTIVE EMPLOYEES, AGENTS, THIRD PARTY CONTENT PROVIDERS OR LICENSORS WARRANT THAT THE SITE WILL BE UNINTERRUPTED OR ERROR FREE."
415,71,cnn,HOW WE USE THE INFORMATIONWe use Information for the purposes described in this policy or disclosed at the time of collection or with your consent.
416,165,cnn,CNN DISCLAIMS ANY AND ALL LIABILITY OF ANY KIND FOR ANY UNAUTHORIZED ACCESS TO OR USE OF YOUR PERSONALLY IDENTIFIABLE INFORMATION.
417,99,cnn,You can learn about our WarnerMedia and AT&amp;T affiliates by visiting the WarnerMedia affiliates' page.
418,138,cnn,"You agree not to upload, post or otherwise transmit any User Content that:violates or infringes in any way upon the rights of others, including any statements which may defame, harass, stalk or threaten others."
419,174,cnn,"advocates violent behavior.contains violent images of killing or physical abuse that appear to have been captured solely, or principally, for exploitive, prurient, or gratuitous purposes."
420,175,cnn,Any conduct that in CNN's sole discretion restricts or inhibits anyone else from using or enjoying the Site will not be permitted.
421,6,cnn,(A) YOU EXPRESSLY AGREE THAT USE OF THE SITE IS AT YOUR SOLE RISK.
422,176,cnn,"contains or advocates pornography or sexually explicit content, pedophilia, incest, bestiality, or that is otherwise obscene or lewd."
423,177,cnn,"If you believe that your work has been copied in a way that constitutes copyright infringement, please provide CNN's Copyright Agent the following information required by the Online Copyright Infringement Liability Limitation Act of the Digital Millennium Copyright Act, 17 U.S.C.
512:1.
A physical or electronic signature of a person authorized to act on behalf of the owner of an exclusive right that is allegedly infringed;2.
Identification of the copyright work claimed to have been infringed, or, if multiple copyrighted works at a single online site are covered by a single notification, a representative list of such works at that site;3.
Identification of the material that is claimed to be infringing or to be the subject of infringing activity and that is to be removed or access to which is to be disabled, and information reasonably sufficient to permit us to locate the material;4.
Information reasonably sufficient to permit us to contact the complaining party;5.
A statement that the complaining party has a good-faith belief that use of the material in the manner complained of is not authorized by the copyright owner, its agent, or the law.
and6.
A statement that the information in the notification is accurate, and under penalty of perjury, that the complaining party is authorized to act on behalf of the owner of an exclusive right that is allegedly infringed.For copyright inquiries under the Digital Millennium Copyright Act please contact: +1 (404) 827-3326  licensing@cnn.com"
424,43,cnn,"You shall be responsible for protecting the confidentiality of your user name(s) or password(s), if any.
You are responsible for all use of Your Account, regardless of whether you authorized such access or use, and for ensuring that all use of Your Account complies fully with the provisions of these Terms of Use."
425,44,cnn,"You agree not to use any service, technology or automated system to artificially inflate the page views that your User Content receives.
This includes pay-per-click services, web ""robots"" and any other current or future technologies.
You also agree not to direct any third party to use these services, technologies or automated systems on your behalf."
426,78,cnn,"To opt out of receiving our email marketing communications, you can also follow the ""unsubscribe"" instructions provided in any marketing email you receive from us.
If you previously chose to receive push notifications on your mobile device from us, but no longer wish to receive them, you can manage your preferences through your device or app settings, depending on the type of device.
If you have signed up to receive text messages from us and no longer wish to receive such messages, you may follow the instructions to stop the delivery of such messages, which may include by replying ""STOP"" to the received text message."
427,37,cnn,"Some of our sites may use Google Analytics to analyze traffic.
You can find out more information about Google Analytics cookies by visiting the following location provided: https://developers.google.com/analytics/devguides/collection/analyticsjs/cookie-usage."
428,59,cnn,"We may also share Information with business partners and third parties (e.g., other companies, retailers, research organizations, advertisers, ad agencies, advertising networks and platforms, participatory databases, publishers, and non-profit organizations) that may want to market products or services to you."
429,108,cnn,"If any part of these Terms of Use is found by a court of competent jurisdiction to be invalid or unenforceable, it will be replaced with language reflecting the original purpose in a valid and enforceable manner."
430,80,cnn,No waiver by either party of any breach or default hereunder shall be deemed to be a waiver of any preceding or subsequent breach or default.
431,102,cnn,"NOR DO THEY MAKE ANY WARRANTY AS TO THE RESULTS THAT MAY BE OBTAINED FROM USE OF THE SITE, OR AS TO THE ACCURACY, RELIABILITY OR CONTENT OF ANY INFORMATION, SERVICE, OR MERCHANDISE PROVIDED THROUGH THE SITE."
432,104,cnn,"Any and all disputes, claims and controversies arising out of or in connection with your access to, and/or use of the Sites, and/or the provision of content, services, and/or technology on or through the Sites shall be governed by and construed exclusively in accordance with the laws and decisions of the State of New York applicable to contracts made, entered into and performed entirely therein, without giving effect to its conflict of laws provisions, except to the extent that law is inconsistent with or preempted by federal law."
433,178,codeaco,Our custom made analytics system is completely anonymous
434,179,codeaco,"Information automatically collected:  Your IP address is collected so that you know who's logged into your account, and helps us recognise suspicious login attempts.
These logs are deleted after thirty (30) days."
435,8,codeaco,"Upon governmental order, we will resist requests for user information where reasonably possible."
436,41,codeaco,"Except to the extent prohibited by law, you agree to defend, indemnify, and hold us, our licensors, our third party service providers and our officers, employees, licensors, and agents harmless, including costs and attorneys' fees, from any claim or demand made by any third party due to or arising out of (a) your use of CODEACO, (b) your violation of these Terms, (c) your violation of applicable laws or regulations, or (d) Your Content."
437,32,codeaco,Last updated 8/15/2020
438,180,codeaco,The cookies we set do not contain any personally identifiable information.
439,181,codeaco,"You retain any ownership rights you have in Your Content, but you grant Codeaco the following license to use that Content:  Any ideas, suggestions, and feedback about Codeaco that you provide to us are entirely voluntary, and you agree that Codeaco may use such ideas, suggestions, and feedback without compensation or obligation to you."
440,126,codeaco,"ACCESS TO, AND USE OF, CODEACO IS AT YOUR OWN DISCRETION AND RISK, AND YOU WILL BE SOLELY RESPONSIBLE FOR ANY DAMAGE TO YOUR DEVICE OR COMPUTER SYSTEM, OR LOSS OF DATA RESULTING THEREFROM."
441,95,codeaco,"Although we have no obligation to screen, edit, or monitor Your Content, we may, in our sole discretion, delete or remove Your Content for a violation of our Content Policy, or if you otherwise create liability for us."
442,182,codeaco,"At any time, you may request a download of all your data.
Within seven days, we will email you a copy of all information we have linked to your account.
"
443,53,codeaco,"We reserve the right to modify, suspend, or discontinue Codeaco (in whole or in part) at any time, with or without notice to you."
444,183,codeaco,User feedback is invited regarding changes to this policy.
445,9,codeaco,We don't disclose or sell your information to third-parties
446,174,codeaco,Content that promotes terrorism;
447,139,codeaco,"When accessing or using our Services, you will not: Attempt to gain unauthorized access to another user's Account or to Codeaco (or to other computer systems or networks connected to or used together with Codeaco)"
448,175,codeaco,"Use Codeaco in any manner that could interfere with, disrupt, negatively affect, or inhibit other users from fully enjoying Codeaco"
449,6,codeaco,"ARE PROVIDED ""AS IS"" AND ""AS AVAILABLE"" WITHOUT WARRANTIES OF ANY KIND, EITHER EXPRESS OR IMPLIED, INCLUDING, BUT NOT LIMITED TO, IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, AND NON-INFRINGEMENT."
450,7,codeaco,"You don't have to use your real name to use Codeaco, but don't impersonate an individual or an entity in a misleading or deceptive manner."
451,176,codeaco,Do not post or encourage the posting of sexual or suggestive content.
452,15,codeaco,Children under the age of 13 are not allowed to create an account or otherwise use our website.
453,152,codeaco,avoid posting illegal content or soliciting or facilitating illegal or prohibited transactions.
454,102,codeaco,"CODEACO, ITS LICENSORS, AND ITS THIRD PARTY SERVICE PROVIDERS DO NOT WARRANT THAT CODEACO ARE ACCURATE, COMPLETE, RELIABLE, CURRENT, OR ERROR FREE."
455,77,codeaco,"Our services may contain links to other sites.
If you click on a third-party link, you will be directed to that site.
Note that these external sites are not operated by us.
Therefore, we strongly advise you to review the Privacy Policy of these websites.
We have no control over, and assume no responsibility for the content, privacy policies, or practices of any third-party sites or services."
456,43,codeaco,"You are solely responsible for the information associated with Your Account and anything that happens related to Your Account.
You must maintain the security of your Account and promptly notify Codeaco support if you discover or suspect that someone has accessed your Account without your permission.
We recommend that you use a strong password that is used only with Codeaco."
457,185,codeaco,We take no responsibility for and we do not expressly or implicitly endorse any of Your Content.
458,186,codewars,"To promote collaboration and create a living resource, all kata solutions are actively
opensourced under the FreeBSD 2-Clause License."
459,187,codewars,"submitting Content in the form of kata solutions and comments, you license the
Content under the FreeBSD 2-Clause License"
460,188,codewars,"Codewars discloses potentially personally-identifying and personally-identifying information only to those of its employees, contractors and affiliated organizations that (i) need to know that information in order to process it on our behalf or to provide services available at our websites, and (ii) that have agreed not to disclose it to others."
461,100,codewars,"Some of those employees, contractors and affiliated organizations may be located outside of your home country."
462,15,codewars,"The Website is available only to individuals who are at least 13
years old."
463,43,codewars,"If you create an account on the Website, you are responsible for maintaining the
security of your account and its content, and you are fully responsible for all activities
that occur under the account and any other actions taken in connection with the
account."
464,177,codewars,"As Qualified asks others to respect its intellectual property rights, it respects the
intellectual property rights of others.
If you believe that material located on or linked to
by Qualified violates your copyright, you are encouraged to notify Qualified.
Qualified
will respond to all such notices, including as required or appropriate by removing the
infringing material or disabling all links to the infringing material.
In the case of a visitor
who may infringe or repeatedly infringes the copyrights or other intellectual property
rights of Qualified or others, Qualified may, in its discretion, terminate or deny access
to and use of the Website.
In the case of such termination, Qualified will have no
obligation to provide a refund of any amounts previously paid to Qualified.
The form of
notice set forth below is consistent with the form suggested by the United States Digital
Millennium Copyright Act (""DMCA"") which may be found at the U.S.
Copyright official
website: http://www.copyright.gov.To expedite Qualified’s handling of your notice, please use the following format or refer
to Section 512(c)(3) of the Copyright Act.

1.
Identify in sufficient detail the copyrighted work you believe has been infringed
upon.
This includes identification of the web page or specific posts, as opposed to entire
sites.
Posts must be referenced by either the dates in which they appear or by the
permalink of the post.
Include the URL to the concerned material infringing your
copyright (URL of a website or URL to a post, with title, date, name of the emitter), or
link to initial post with sufficient data to find it.

2.
Identify the material that you allege is infringing upon the copyrighted work listed in
Item #1 above.
Include the name of the concerned litigious material (all images or posts
if relevant) with its complete reference.
"
465,41,coinbase–,"To the maximum extent permitted by law, you must indemnify and hold harmless Coinbase, its affiliates, and its and their respective directors, officers, employees, and agents ("""") against all liabilities, costs, damages, and expenses arising out of or relating to your use of Market Data, including damages arising directly from your act or omission (including without limitation breach of these Terms) as well as judgments, settlements, and expenses (including reasonable attorneys' fees and legal costs) arising from a threatened or actual suit, investigation, proceeding, or other claim between you and a Coinbase Protected Party or between a third party and a Coinbase Protected Party arising out of or relating to your use of Market Data.
Coinbase may control the defense of any such Claim, at your cost and expense, and you will provide Coinbase any assistance that Coinbase reasonably requests in defending any such Claim."
466,38,coinbase–,"In contrast to cookies, which are stored on a user's computer hard drive
or device, clear gifs are embedded invisibly on web pages and are about
the size of the period at the end of this sentence.
We and our
third-party service provider employ web beacons for the reasons stated
above (under ""Cookies""), but primarily to help us better manage content
on our Services by informing us which content is effective.We may also use so-called ""Flash Cookies"" (also known as ""Local Shared
Objects or ""LSOs"") to collect and store information about your use of
our services, fraud prevention and for other site operations."
467,68,coinbase–,"We use the following types of cookies:These cookies allow us to remember the choices you make and to tailor
our Services so we can provide relevant content to you.
For example, a
functionality cookie can remember your preferences (e.g., country or
language selection), or your username.
Session Cookies.
We use session
cookies when you access our website or content.
Session cookies expire
and no longer have any effect when you log out of your account or
close your browser."
468,100,coinbase–,"We may store and process all or part of your personal and transactional information, including certain payment information, such as your encrypted bank account and/or routing numbers, in the United States and elsewhere in the world where our facilities or our service providers are located.
We protect your personal information by maintaining physical, electronic, and procedural safeguards in compliance with the applicable laws and regulations."
469,47,colloq-io,We reserve the right to delete your account at any time.
470,189,colloq-io,"We use Digital Ocean Inc.
(101 Avenue of the Americas 10th Floor, New York, NY 10013, United States of America) as a service provider to host our server infrastructure.
We use OVH GmbH, Dudweiler Landstraße 5, 66123 Saarbrücken, Germany to ensure our service availability.
While we are currently hosting our services in Frankfurt, Germany, we may expand to other server locations offered by our hosting service providers in order to ensure the reliablity and performance of our service around the world."
471,2,colloq-io,"We may update this privacy policy in the future.
If we make any material changes we will notify you by email (using the email address stored in your account) or by displaying a notice banner on our site before the changes become effective.
We encourage you to review the privacy policy periodically to ensure you are aware of the latest information."
472,121,colloq-io,You retain ownership of and responsibility for content you create even if it does not belong to you.
473,146,colloq-io,"If you terminate an account before your active subscription expires, you will not be entitled to a refund, even partial.
Subscriptions are billed in advance on a monthly basis and are non-refundable.
We will not offer refunds or credits for partial months of service."
474,33,colloq-io,"Deleting an account terminates these Agreements, but grants us an indefinite license for content you collaborated to the service (e.g.
event pages).
This ensures that we can continue to provide this content beyond the termination of the Agreements."
475,29,nexon,"Some web browsers may transmit “do-not-track” signals to the websites with which the user communicates.
Nexon currently does not take action in response to these signals."
476,47,nexon,"WE MAY WITHHOLD, SUSPEND, MODIFY, OR TERMINATE YOUR ACCESS TO THE SERVICES FOR ANY OR NO REASON AT ANY TIME WITHOUT NOTICE UNLESS OTHERWISE REQUIRED BY APPLICABLE LAW"
477,41,nexon,"You agree to indemnify, defend and hold NEXON, ALONG WITH OUR REPRESENTATIVES, MANAGERS, PARTNERS, SHAREHOLDERS, JOINT VENTURERS, THIRD-PARTY CONTRACTORS, EMPLOYEES, LICENSEES, LICENSORS, ADVERTISERS, AND AGENTS, harmless from and against any and all loss, costs, expenses (including reasonable attorneys’ fees and expenses), claims, damages and liabilities related to or associated with your use of our SERVICES and any alleged violation by you of these Terms."
478,38,nexon,"Pixel tags are very small images or small pieces of data embedded in images, also known as “web beacons” or “clear GIFs,” that can recognize cookies, the time and date a page is viewed, a description of the page where the pixel tag is placed, and similar information from your device.
Local storage is similar to a cookie except that it can store larger amounts of information and can be stored elsewhere on your device.
We use cookies and similar technologies (collectively, “cookies”) for the following functions and purposes"
479,30,nexon,"If you choose to refuse, disable, or delete cookies and similar technologies, some of the functionality of the Services may no longer be available to you."
480,49,nexon,"BY AGREEING TO BINDING ARBITRATION, YOU WAIVE YOUR RIGHT TO LITIGATE DISPUTES THROUGH A COURT AND TO HAVE A JUDGE OR JURY DECIDE YOUR CASE."
481,155,nexon,"You hereby grant Nexon a royalty-free, perpetual, irrevocable, fully transferable and sublicensable, non-exclusive, worldwide right and license to use your User Content in any and all media in any manner and for any purpose (including without limitation commercial, advertising, and promotional purposes) to the greatest extent permitted by applicable law, including without limitation the rights to reproduce, copy, modify, perform, display, publish, distribute, broadcast, transmit, or otherwise communicate to the public, or create derivative works from or adapt, use or otherwise exploit by any means whether now known or unknown and without any further notice or compensation to you of any kind."
482,150,nexon,"The license grant to Nexon, and the above waiver of any applicable moral rights, survives any termination or expiration of the Terms."
483,172,nexon,"To the extent permitted by applicable law, you waive any moral rights of paternity, publication, reputation, or attribution with respect to Nexon’s and other players’ use and enjoyment of User Content in connection with the Services."
484,156,nexon,"You acknowledge and agree that Nexon may (but is not required to) moderate, monitor, review, and record any User Content (including the content of your oral or written communications) that you post, transmit, or make available on or through the Services and may, without prior notice to you and in its sole judgment, remove User Content for any or no reason, at any time"
485,31,nexon,"If Nexon is involved in a corporate transaction, such as a merger, acquisition by another company, asset sale, or in the unlikely event of bankruptcy, we may transfer your information to the successor organization in such transaction in accordance with applicable law"
486,96,nexon,"The Services may be made available to you through third-party services, such as Apple iTunes or Google Play, and may link to or include third-party services or content (including without limitation User Content posted in forums).
We do not control, endorse, sponsor, recommend, or otherwise accept responsibility for such third-party services or content"
487,65,nexon,"Data we collect will be retained only for so long as reasonably necessary for the purposes set out above, unless applicable law requires otherwise."
488,93,nexon,"YOU UNDERSTAND AND AGREE THAT NEXON WILL NOT OFFER REFUNDS FOR VIRTUAL CURRENCY OR DIGITAL, IN-GAME ITEMS UNDER ANY CIRCUMSTANCES, INCLUDING WITHOUT LIMITATION TERMINATION OR EXPIRATION OF YOUR ACCOUNT, THESE TERMS, OR THE SERVICES, EXCEPT AS EXPRESSLY REQUIRED BY APPLICABLE LAW."
489,430,speedtestbyookla,"User Engagement and Purchases: tracking purchase traffic and activity across the Service and on Channels, including review of your browsing history (if available)."
490,42,speedtestbyookla,"You may access, correct, or request deletion of your personal information by logging into your account or contacting us through our DSAR Portal."
491,93,spideroak,Our policy is not to refund subscription fees unless required by law.
492,431,spideroak,Data Security We use Secure Sockets Layer (SSL)/Transport Layer Security (TLS) to create a secure tunnel to protect data in transit between SpiderOak apps and servers.
493,90,spideroak,You can cancel your account any time you’d like by simply signing in and canceling your service.
494,104,spideroak,"If you opt out of the arbitration agreement (as provided below), or if the arbitration agreement is found to be unenforceable, or if you neither are a resident nor have a principal place of business in the United States or Canada, you agree to resolve any claim you have with SpiderOak exclusively in a state or federal court located in Kansas City, Missouri and to submit to the personal jurisdiction of those courts for purpose of litigating all such disputes."
495,32,spielaffe,Diese Datenschutzerklärung wurde zuletzt am 04.06.2019 aktualisiert.
496,16,spigotmc,"These terms may be changed at any time without notice.If you do not agree with these terms, please do not register or use this Service."
497,47,spigotmc,We reserve the right to take action against any account with the Service at any time.
498,29,spigotmc,We currently do not offer website functionality for you to opt out of any “do not track” signals or listings.
499,156,spigotmc,"We reserve the rights to remove or modify any Content submitted for any reason without explanation.
Requests for Content to be removed or modified will be undertaken only at our discretion."
500,121,spigotmc,You retain copyright over the Content.
501,68,spigotmc,"Standard cookies we set
"
502,137,spigotmc,Creation of multiple accounts is not permitted.
503,130,spigotmc,"We provide additional mechanisms such as ""two factor authentication"" to help you with this."
504,7,spigotmc,"If however your account name contains personally identifiable information, then you may be granted one name change, again at our discretion."
505,138,spigotmc,"Do not use racial slurs or bigoted remarks (e.g.
concerning English abilities or choice of programming language) towards other users.Keep discussion civil.
Do not harass or threaten other users, or use SpigotMC as a place to coordinate attacks on others."
506,337,spigotmc,"You are granting us with a non-exclusive, permanent, irrevocable, unlimited license to use, publish, or re-publish your Content in connection with the Service."
507,90,spigotmc,"If you wish to close your account, please contact us."
508,176,spigotmc,Content of an adult or sexual nature is strictly prohibited.
509,152,spigotmc,"You agree to not use the Service to submit or link to any Content which is defamatory, abusive, hateful, threatening, spam or spam-like, likely to offend, contains adult or objectionable content, contains personal information of others, risks copyright infringement, encourages unlawful activity, or otherwise violates any laws."
510,43,spigotmc,"Keeping your account secure is your responsibility.
""I was hacked"" and ""It was my friend/brother"" are not excuses."
511,141,spigotmc,Discussion or distribution of illegal content is not permitted in any form.
512,301,spigotmc,Do not access the forums via automated mechanisms.
513,37,spigotmc,"Other cookies may be set by third party service providers which may provide information such as tracking anonymously which users are visiting the site, or set by content embedded into some pages, such as YouTube or other media service providers.
"
514,319,spigotmc,"Accounts may not be sold without specific permission from SpigotMC.
If there is any indication you are attempting to, or have sold your account it will be permanently banned."
515,178,spinonline,"We do not, and will not use ourselves of any form of tracking services either from within or outside our website"
516,32,spinonline,Last updated on 08/02/2019
517,34,spinonline,membership will require your legal name
518,170,spinonline,"shared only with our connected association ""Esport United"""
519,134,spinonline,you agree to abide by Swedish law
520,433,spotify,"Spotify may terminate the Agreements or suspend your access to the Spotify Service at any time, including in the event of your actual or suspected unauthorised use of the Spotify Service and/or Content, or non-compliance with the Agreements."
521,38,spotify,"Technical Data which may include URL information, cookie data, your IP address, the types of devices you are using to access or connect to the Spotify Service, unique device IDs, device attributes, network connection type (e.g.
WiFi, 3G, LTE, Bluetooth) and provider, network and device performance, browser type, language, information enabling digital rights management, operating system, and Spotify application version."
522,2,spotify,We may occasionally make changes to this Policy.
523,32,spotify,"Effective as of February 7, 2019"
524,64,spotify,"We may collect such personal data if you sign up for a Trial or purchase any of our Paid Subscriptions (as defined in the Terms and Conditions of Use) or make other purchases through the Spotify Service.
The exact personal data collected will vary depending on the payment method (e.g.
direct via your mobile phone carrier or by invoice) but will include information such as:  If you choose to pay by invoice, we will provide your personal data to our payment processors to enable them to complete a credit check and to send you invoices."
525,285,spotify,"We will share your personal data when we in good faith believe it is necessary for us to do so in order to comply with a legal obligation under applicable law, or respond to valid legal process, such as a search warrant, a court order, or a subpoena."
526,434,spotify,"Contests, Surveys and Sweepstakes Data
This personal data is used to allow you to sign up and participate in these types of promotions.
The exact personal data collected will vary depending on the promotion."
